Cancer site,Sex,Age group,Survival type,Stage,Survival time (years),Cohort,Country,Number of patients,Net survival,Net survival lower CI,Net survival upper CI
Anus,Persons,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,013",55.7,51.3,60.1
Anus,Persons,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"1,013",51.5,46.4,57.1
Anus,Persons,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,388,73.8,68.1,79.5
Anus,Persons,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"1,023",75.1,71.4,78.9
Anus,Persons,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"1,451",73.1,69.9,76.3
Anus,Persons,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"1,499",65.7,61.9,69.5
Anus,Persons,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"1,475",37.7,32.7,42.8
Anus,Persons,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"5,836",62.6,60.6,64.7
Anus,Persons,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"5,836",58.7,56.2,61.4
Bladder,Men,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,102,97.2,93.9,100.5
Bladder,Men,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,500,97.9,96.6,99.3
Bladder,Men,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,"1,682",98.0,97.2,98.8
Bladder,Men,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,"4,145",96.5,95.8,97.2
Bladder,Men,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"6,734",92.7,91.8,93.6
Bladder,Men,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"13,163",94.8,94.3,95.3
Bladder,Men,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"13,163",95.9,95.5,96.4
Bladder,Men,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,35,80.1,67.0,93.2
Bladder,Men,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,261,85.0,80.6,89.4
Bladder,Men,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,830,85.6,83.2,88.1
Bladder,Men,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,"2,110",80.6,78.8,82.4
Bladder,Men,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,"4,012",64.3,62.7,66.0
Bladder,Men,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"7,248",72.3,71.2,73.4
Bladder,Men,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"7,248",77.0,75.7,78.4
Bladder,Men,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,21,81.1,64.7,97.5
Bladder,Men,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,77,83.4,75.1,91.7
Bladder,Men,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,214,78.2,72.5,83.8
Bladder,Men,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,592,75.5,71.9,79.1
Bladder,Men,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,841,59.8,56.1,63.4
Bladder,Men,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"1,745",68.6,66.3,71.0
Bladder,Men,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"1,745",72.3,69.9,74.8
Bladder,Men,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,47,47.9,33.7,62.1
Bladder,Men,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,181,44.9,37.6,52.1
Bladder,Men,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,539,42.3,38.1,46.5
Bladder,Men,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,"1,388",43.0,40.4,45.7
Bladder,Men,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,"2,132",28.3,26.3,30.3
Bladder,Men,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"4,287",35.8,34.3,37.2
Bladder,Men,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"4,287",38.5,36.7,40.2
Bladder,Men,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,4,:,:,:
Bladder,Men,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,6,:,:,:
Bladder,Men,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,5,:,:,:
Bladder,Men,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,24,63.6,44.4,82.8
Bladder,Men,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,32,47.1,29.0,65.2
Bladder,Men,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,71,59.7,47.8,71.5
Bladder,Men,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,71,:,:,:
Bladder,Men,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,30,96.7,90.4,103.0
Bladder,Men,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,124,76.3,68.7,83.9
Bladder,Men,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,346,81.3,77.1,85.5
Bladder,Men,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,059",69.1,66.2,72.0
Bladder,Men,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,"3,008",46.9,45.0,48.9
Bladder,Men,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"4,567",55.8,54.2,57.3
Bladder,Men,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"4,567",66.4,64.8,68.1
Bladder,Men,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,239,83.3,78.6,88.1
Bladder,Men,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"1,149",83.4,81.2,85.6
Bladder,Men,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"3,616",84.0,82.8,85.3
Bladder,Men,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"9,318",80.4,79.5,81.2
Bladder,Men,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"16,759",67.8,67.0,68.6
Bladder,Men,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"31,081",74.1,73.6,74.7
Bladder,Men,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"31,081",77.8,77.2,78.4
Bladder,Men,15-54,Non-standardised,Stage 1,5-years,2013-2017,England,602,84.7,80.3,89.1
Bladder,Men,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,"1,682",87.6,85.0,90.2
Bladder,Men,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,"4,145",81.2,79.1,83.4
Bladder,Men,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,"6,734",69.7,66.5,72.9
Bladder,Men,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"13,163",76.3,74.5,78.2
Bladder,Men,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"13,163",79.7,78.2,81.3
Bladder,Men,15-54,Non-standardised,Stage 2,5-years,2013-2017,England,296,57.9,50.6,65.2
Bladder,Men,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,830,54.7,50.3,59.2
Bladder,Men,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,"2,110",54.0,50.9,57.1
Bladder,Men,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,"4,012",34.0,31.1,36.9
Bladder,Men,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"7,248",43.2,41.3,45.2
Bladder,Men,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"7,248",48.0,46.0,50.1
Bladder,Men,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,21,:,:,:
Bladder,Men,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,77,:,:,:
Bladder,Men,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,214,51.5,43.1,59.9
Bladder,Men,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,592,48.0,42.4,53.7
Bladder,Men,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,841,31.8,26.5,37.1
Bladder,Men,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"1,745",40.9,37.4,44.3
Bladder,Men,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"1,745",:,:,:
Bladder,Men,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,47,:,:,:
Bladder,Men,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,181,:,:,:
Bladder,Men,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,539,14.2,10.4,17.9
Bladder,Men,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,"1,388",15.4,12.9,18.0
Bladder,Men,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,"2,132",7.6,5.6,9.6
Bladder,Men,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"4,287",11.9,10.4,13.4
Bladder,Men,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"4,287",:,:,:
Bladder,Men,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,4,:,:,:
Bladder,Men,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,6,:,:,:
Bladder,Men,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,5,:,:,:
Bladder,Men,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,24,:,:,:
Bladder,Men,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,32,:,:,:
Bladder,Men,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,71,:,:,:
Bladder,Men,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,71,:,:,:
Bladder,Men,15-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,154,64.8,56.5,73.1
Bladder,Men,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,346,63.5,57.8,69.2
Bladder,Men,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,059",48.1,44.3,51.8
Bladder,Men,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,"3,008",25.6,22.9,28.3
Bladder,Men,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"4,567",35.1,33.0,37.1
Bladder,Men,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"4,567",45.2,43.0,47.5
Bladder,Men,15-54,Non-standardised,All stages combined,5-years,2013-2017,England,"1,388",64.7,61.6,67.9
Bladder,Men,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"3,616",64.8,62.8,66.8
Bladder,Men,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"9,318",59.2,57.8,60.7
Bladder,Men,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"16,759",43.2,41.6,44.8
Bladder,Men,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"31,081",51.5,50.5,52.5
Bladder,Men,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"31,081",56.1,55.2,57.1
Bladder,Women,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,26,92.3,82.3,102.4
Bladder,Women,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,116,97.6,94.7,100.4
Bladder,Women,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,416,97.8,96.3,99.4
Bladder,Women,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,"1,049",94.7,93.2,96.2
Bladder,Women,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"2,056",86.5,84.6,88.3
Bladder,Women,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"3,663",90.5,89.4,91.7
Bladder,Women,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"3,663",93.1,92.0,94.2
Bladder,Women,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,23,52.2,32.4,72.0
Bladder,Women,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,110,78.4,70.7,86.1
Bladder,Women,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,251,78.2,73.0,83.3
Bladder,Women,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,697,72.6,69.2,75.9
Bladder,Women,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,"1,715",55.5,53.0,58.0
Bladder,Women,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"2,796",62.7,60.8,64.6
Bladder,Women,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"2,796",67.4,64.9,70.0
Bladder,Women,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,16,75.1,54.6,95.5
Bladder,Women,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,54,72.4,60.6,84.3
Bladder,Women,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,91,76.0,67.1,84.8
Bladder,Women,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,252,65.8,59.8,71.8
Bladder,Women,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,414,42.9,37.9,48.0
Bladder,Women,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,827,56.0,52.5,59.6
Bladder,Women,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,827,61.3,57.9,65.0
Bladder,Women,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,65,36.0,24.4,47.6
Bladder,Women,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,145,37.3,29.5,45.1
Bladder,Women,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,279,38.7,33.0,44.4
Bladder,Women,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,551,34.8,30.8,38.8
Bladder,Women,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,"1,055",19.9,17.4,22.4
Bladder,Women,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"2,095",28.0,26.0,30.0
Bladder,Women,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"2,095",30.6,28.6,32.8
Bladder,Women,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,3,:,:,:
Bladder,Women,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,6,:,:,:
Bladder,Women,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,3,:,:,:
Bladder,Women,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,9,:,:,:
Bladder,Women,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,23,:,:,:
Bladder,Women,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,44,46.1,31.3,61.0
Bladder,Women,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,44,:,:,:
Bladder,Women,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,12,75.0,51.7,98.4
Bladder,Women,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,53,65.6,52.8,78.3
Bladder,Women,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,135,64.7,56.7,72.8
Bladder,Women,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,319,59.3,53.8,64.7
Bladder,Women,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,617",30.0,27.6,32.4
Bladder,Women,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"2,136",37.7,35.5,39.8
Bladder,Women,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"2,136",51.1,48.3,54.0
Bladder,Women,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,145,57.4,49.4,65.5
Bladder,Women,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,484,68.7,64.5,72.8
Bladder,Women,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"1,175",74.2,71.6,76.7
Bladder,Women,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"2,877",71.3,69.6,73.0
Bladder,Women,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"6,880",52.4,51.1,53.7
Bladder,Women,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"11,561",60.1,59.1,61.0
Bladder,Women,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"11,561",64.5,63.4,65.7
Bladder,Women,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,26,:,:,:
Bladder,Women,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,116,:,:,:
Bladder,Women,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,416,86.5,81.8,91.2
Bladder,Women,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,"1,049",81.0,77.2,84.7
Bladder,Women,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,"2,056",67.6,62.9,72.4
Bladder,Women,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"3,663",74.2,71.2,77.1
Bladder,Women,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"3,663",:,:,:
Bladder,Women,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,23,:,:,:
Bladder,Women,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,110,52.3,41.3,63.3
Bladder,Women,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,251,:,:,:
Bladder,Women,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,697,44.8,40.2,49.5
Bladder,Women,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,"1,715",27.3,23.5,31.0
Bladder,Women,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"2,796",35.0,32.3,37.7
Bladder,Women,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"2,796",:,:,:
Bladder,Women,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,16,:,:,:
Bladder,Women,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,54,:,:,:
Bladder,Women,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,91,:,:,:
Bladder,Women,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,252,43.0,35.0,50.9
Bladder,Women,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,414,18.1,11.9,24.3
Bladder,Women,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,827,31.2,26.4,36.0
Bladder,Women,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,827,:,:,:
Bladder,Women,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,65,:,:,:
Bladder,Women,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,145,:,:,:
Bladder,Women,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,279,:,:,:
Bladder,Women,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,551,:,:,:
Bladder,Women,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,"1,055",:,:,:
Bladder,Women,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"2,095",8.3,6.7,9.9
Bladder,Women,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"2,095",:,:,:
Bladder,Women,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,3,:,:,:
Bladder,Women,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,6,:,:,:
Bladder,Women,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,3,:,:,:
Bladder,Women,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,9,:,:,:
Bladder,Women,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,23,:,:,:
Bladder,Women,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,44,:,:,:
Bladder,Women,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,44,:,:,:
Bladder,Women,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,12,:,:,:
Bladder,Women,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,53,:,:,:
Bladder,Women,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,135,:,:,:
Bladder,Women,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,319,40.5,34.3,46.7
Bladder,Women,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,617",12.2,9.5,14.8
Bladder,Women,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"2,136",20.0,17.6,22.4
Bladder,Women,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"2,136",:,:,:
Bladder,Women,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,145,35.7,27.1,44.3
Bladder,Women,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,484,49.6,44.5,54.7
Bladder,Women,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"1,175",55.7,52.4,59.1
Bladder,Women,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"2,877",50.6,48.3,53.0
Bladder,Women,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"6,880",31.4,29.4,33.4
Bladder,Women,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"11,561",39.5,38.1,40.9
Bladder,Women,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"11,561",43.9,42.4,45.4
Bladder,Persons,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,128,96.2,92.8,99.6
Bladder,Persons,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,616,97.9,96.6,99.1
Bladder,Persons,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,"2,098",98.0,97.3,98.7
Bladder,Persons,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,"5,194",96.1,95.5,96.8
Bladder,Persons,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"8,790",91.2,90.4,92.1
Bladder,Persons,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"16,826",93.9,93.4,94.4
Bladder,Persons,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"16,826",95.3,94.9,95.8
Bladder,Persons,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,58,69.1,57.3,80.9
Bladder,Persons,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,371,83.0,79.2,86.9
Bladder,Persons,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,"1,081",83.9,81.6,86.1
Bladder,Persons,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,"2,807",78.6,77.0,80.2
Bladder,Persons,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,"5,727",61.7,60.3,63.1
Bladder,Persons,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"10,044",69.6,68.7,70.6
Bladder,Persons,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"10,044",74.2,72.9,75.5
Bladder,Persons,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,37,78.5,65.4,91.5
